no4a_dimer.pkl,4,1,0.0025279911546176098
no4a_dimer.pkl,4,2,0.004450760646674051
no4a_dimer.pkl,4,3,0.007034032035667824
no4a_dimer.pkl,4,4,0.008897655233139873
no4a_dimer.pkl,4,5,0.012908980723159753
no4a_dimer.pkl,4,6,0.01430268053591013
no4a_dimer.pkl,4,7,0.01745933400892302
no4a_dimer.pkl,4,8,0.022631418355011444
no4a_dimer.pkl,4,9,0.028473073776313397
no4a_dimer.pkl,4,10,0.03000253445976069
no4a_dimer.pkl,4,21,0.17934324735237173
no4a_dimer.pkl,8,1,0.021160337368294934
no4a_dimer.pkl,8,2,0.03723417795433234
no4a_dimer.pkl,8,3,0.05454624498998731
no4a_dimer.pkl,8,4,0.0658985850026418
no4a_dimer.pkl,8,5,0.09190699851669447
no4a_dimer.pkl,8,6,0.10037634785703035
no4a_dimer.pkl,8,7,0.11879089363650727
no4a_dimer.pkl,8,8,0.15223420715618197
no4a_dimer.pkl,8,9,0.18199677554736027
no4a_dimer.pkl,8,10,0.1911904965725282
no4a_dimer.pkl,8,21,0.7953864427652841
no4a_dimer.pkl,16,1,0.25294224279074773
no4a_dimer.pkl,16,2,0.4146545428886262
no4a_dimer.pkl,16,3,0.6121227320343599
no4a_dimer.pkl,16,4,0.7339319408952815
no4a_dimer.pkl,16,5,1.0014365260097116
no4a_dimer.pkl,16,6,1.0812191508308773
no4a_dimer.pkl,16,7,1.2362904224511269
no4a_dimer.pkl,16,8,1.4705757239958968
no4a_dimer.pkl,16,9,1.6272111312848136
no4a_dimer.pkl,16,10,1.6733311640653228


anthra-c60_ct.pkl,4,1,5.742539104490837e-05
anthra-c60_ct.pkl,4,2,0.00015164085209531272
anthra-c60_ct.pkl,4,3,0.00017893003296281067
anthra-c60_ct.pkl,4,4,0.0002369334203216889
anthra-c60_ct.pkl,4,5,0.0003766412398685789
anthra-c60_ct.pkl,4,6,0.0006995416557888495
anthra-c60_ct.pkl,4,7,0.0008043389251634135
anthra-c60_ct.pkl,4,8,0.0008737203487779596
anthra-c60_ct.pkl,4,9,0.0009021853078114547
anthra-c60_ct.pkl,4,10,0.0009199841849246
anthra-c60_ct.pkl,4,11,0.001174108928990873
anthra-c60_ct.pkl,8,1,0.00010606742187719198
anthra-c60_ct.pkl,8,2,0.0002940903481632363
anthra-c60_ct.pkl,8,3,0.0003511061597726337
anthra-c60_ct.pkl,8,4,0.0004749984012117507
anthra-c60_ct.pkl,8,5,0.0008005503058194459
anthra-c60_ct.pkl,8,6,0.0017170726166726687
anthra-c60_ct.pkl,8,7,0.0019737740779335847
anthra-c60_ct.pkl,8,8,0.0021642758357881
anthra-c60_ct.pkl,8,9,0.0022345499153058205
anthra-c60_ct.pkl,8,10,0.0022821011076987886
anthra-c60_ct.pkl,8,11,0.003574585415744201
anthra-c60_ct.pkl,16,1,0.0001788816615825081
anthra-c60_ct.pkl,16,2,0.0005263834702853971
anthra-c60_ct.pkl,16,3,0.0006363322115863538
anthra-c60_ct.pkl,16,4,0.0008807634406598406
anthra-c60_ct.pkl,16,5,0.002039819658399014
anthra-c60_ct.pkl,16,6,0.0056564839309911465
anthra-c60_ct.pkl,16,7,0.006224197883766203
anthra-c60_ct.pkl,16,8,0.0070104858049964145
anthra-c60_ct.pkl,16,9,0.007166842258055622
anthra-c60_ct.pkl,16,10,0.007298865732767709
anthra-c60_ct.pkl,16,11,0.017173477712537473


anthracene_6s_66m.pkl,16,20,79.81661527863339
anthracene_6s_66m.pkl,4,20,4.737577773252109
anthracene_6s_66m.pkl,8,20,18.829341166619024

